"filename", "language", "C++", "Markdown", "C", "PostCSS", "Python", "Batch", "HTML", "JSON", "PowerShell", "JavaScript", "XML", "pip requirements", "Properties", "Database", "CMake", "YAML", "Ini", "comment", "blank", "total"
"c:\Users\sd23097\Desktop\Tirobot_works\AnormallyDetect\python\preprocess2.py", "Python", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19, 56
"c:\Users\sd23097\Desktop\Tirobot_works\AnormallyDetect\python\supertest.py", "Python", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\sd23097\Desktop\Tirobot_works\GCI\telecom.ipynb", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\sd23097\Desktop\Tirobot_works\GCI\telecom.sqlite3", "Database", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 780147, 0, 0, 0, 0, 4016, 784163
"c:\Users\sd23097\Desktop\Tirobot_works\KantoNatu2023\kantonatsurobo2023_omni-main\PID.cpp", "C++", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40
"c:\Users\sd23097\Desktop\Tirobot_works\KantoNatu2023\kantonatsurobo2023_omni-main\PID.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\sd23097\Desktop\Tirobot_works\KantoNatu2023\kantonatsurobo2023_omni-main\README.md", "Markdown", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\sd23097\Desktop\Tirobot_works\KantoNatu2023\kantonatsurobo2023_omni-main\kantonatsurobo2023_omni.ino", "C++", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 38, 232
"c:\Users\sd23097\Desktop\Tirobot_works\KantoNatu2023\kantonatsurobo2023_omni-main\motor.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\sd23097\Desktop\Tirobot_works\KantoNatu2023\kantonatsurobo2023_omni-main\motor.hpp", "C++", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\sd23097\Desktop\Tirobot_works\KantoNatu2023\multifunction.ino", "C++", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 55, 255
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_R1\NHK_R1.ino", "C++", 527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 89, 640
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_R1\PID.cpp", "C++", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_R1\PID.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_R1\README.md", "Markdown", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_R1\rad_pid.cpp", "C++", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 46
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_R1\rad_pid.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rad_pid\NHK_rad_pid.ino", "C++", 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 44, 290
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rad_pid\PID.cpp", "C++", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rad_pid\PID.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rad_pid\README.md", "Markdown", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rad_pid\motor.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rad_pid\motor.hpp", "C++", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rad_pid\rad_pid.cpp", "C++", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 46
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rad_pid\rad_pid.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rpm_pid\NHK_rpm_pid.ino", "C++", 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 42, 220
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rpm_pid\PID.cpp", "C++", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rpm_pid\PID.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rpm_pid\README.md", "Markdown", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rpm_pid\motor.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\NHK_rpm_pid\motor.hpp", "C++", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\README.md", "Markdown", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera\README.md", "Markdown", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera\ball_camera\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera\ball_camera\detector.py", "Python", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 132
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera\config\params.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera\launch\ball_camera.launch.py", "Python", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera\models\README.md", "Markdown", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera\models\yolov8l.pt", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1059289, 0, 0, 0, 0, 0, 0, 0, 8856, 1068145
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera\models\yolov8m.pt", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 520050, 0, 0, 0, 0, 0, 0, 0, 4022, 524072
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera\models\yolov8n.pt", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43044, 0, 0, 0, 0, 0, 0, 0, 229, 43273
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera\package.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 5, 26
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera\setup.cfg", "Ini", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera\setup.py", "Python", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera_msgs\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 6, 30
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\ball_camera_msgs\package.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 15, 102
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\config\params.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 2, 19
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\include\detector\clusterer.h", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 39
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\include\detector\detector.h", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 64
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\include\detector\filter.h", "C++", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 35
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\include\detector\visualizer.h", "C++", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\package.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\src\clusterer.cpp", "C++", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\src\detector.cpp", "C++", 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 232
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\src\filter.cpp", "C++", 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29, 248
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\src\nodes\detector_node.cpp", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\src\nodes\filter_node.cpp", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\src\nodes\visualizer_node.cpp", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\detector\src\visualizer.cpp", "C++", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 76
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\launch_bundle\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 6, 31
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\launch_bundle\config\ball_camera.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 1, 15
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\launch_bundle\config\detector.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 2, 19
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\launch_bundle\config\merger.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 1, 19
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\launch_bundle\launch\obstacles_detection.launch.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 7, 43
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\launch_bundle\package.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\lidar_controller\lidar_controller\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\lidar_controller\lidar_controller\controller.py", "Python", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 50
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\lidar_controller\package.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\lidar_controller\setup.cfg", "Ini", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\lidar_controller\setup.py", "Python", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\lidar_controller\test\test_copyright.py", "Python", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 26
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\lidar_controller\test\test_flake8.py", "Python", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 26
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\lidar_controller\test\test_pep257.py", "Python", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 24
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\merger\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 9, 60
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\merger\config\params.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 1, 19
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\merger\include\merger\merger.h", "C++", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 64
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\merger\package.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\merger\src\merger.cpp", "C++", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 150
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\obstacle_msgs\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 6, 33
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\obstacle_msgs\package.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\serial_bridge\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 8, 47
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\serial_bridge\arduino\arduino.ino", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 61
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\serial_bridge\include\serial_bridge\bridge.h", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 62
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\serial_bridge\package.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\sd23097\Desktop\Tirobot_works\NHK2024\gakurobo-ws-master\src\serial_bridge\src\bridge.cpp", "C++", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 100
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Scripts\Activate.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 360, 35, 503
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Scripts\activate.bat", "Batch", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 35
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Scripts\deactivate.bat", "Batch", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Scripts\fixup_pubsub_v1_keywords.py", "Python", 0, 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 24, 214
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Scripts\pywin32_postinstall.py", "Python", 0, 0, 0, 0, 583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 97, 784
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Scripts\pywin32_testall.py", "Python", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 21, 125
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\OAuth\credentials.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\OAuth\tokens\100529591481232043303token.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\OAuth\tokens\105125872991741815222token.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\OAuth\tokens\106358438524995564112token.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\OAuth\tokens\110298044136430036008token.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\OAuth\tokens\112830785527648003046token.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\OAuth\tokens\113770400483189126309token.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\OAuth\tokens\test_token.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\OAuth\tokens\token.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\Tiboard\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\Tiboard\asgi.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 17
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\Tiboard\settings.py", "Python", 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 45, 192
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\Tiboard\urls.py", "Python", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 32
"c:\Users\sd23097\Desktop\Tirobot_works\Project_Tiboard\Tiboard\Tiboard\wsgi.py", "Python", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 17
